id,tag,title,year
17060,journals/tog/BertailsACQLL06,"Super-helices for predicting the dynamics of natural hair.",2006
17061,journals/tog/JamesF03,"Precomputing interactive dynamic deformable scenes.",2003
17062,journals/tog/ChoiJNGK17,"High-quality hyperspectral reconstruction using a spectral prior.",2017
17063,journals/tog/ShiBZ09,"Out-of-core multigrid solver for streaming meshes.",2009
17064,journals/tog/KimSKL14,"Interactive manipulation of large-scale crowd animation.",2014
17065,journals/tog/GovindarajuLYSM03,"Interactive shadow generation in complex environments.",2003
17066,journals/tog/LiuMYZW13,"Stereoscopizing cel animations.",2013
17067,journals/tog/Mantyla86,"Boolean Operations of 2-Manifolds through Vertex Neighborhood Classification.",1986
17068,journals/tog/KimHKR11,"Highlighted depth-of-field photography: Shining light on focus.",2011
17069,journals/tog/MehtaWRD13,"Axis-aligned filtering for interactive physically-based diffuse indirect lighting.",2013
17070,journals/tog/ParisHK11,"Local Laplacian filters: edge-aware image processing with a Laplacian pyramid.",2011
17071,journals/tog/KrishnanS11,"Multigrid and multilevel preconditioners for computational photography.",2011
17072,journals/tog/DroriCY03,"Fragment-based image completion.",2003
17073,journals/tog/ZhaoZMC13,"Robust realtime physics-based motion control for human grasping.",2013
17074,journals/tog/HeitzDCD15,"The SGGX microflake distribution.",2015
17075,journals/tog/KimKNFTO13,"Near-exhaustive precomputation of secondary cloth effects.",2013
17076,journals/tog/JengX96,"Moving Cursor Plane for Interactive Sculpting.",1996
17077,journals/tog/Prautzsch89,"A round trip to B-splines via de Casteljau.",1989
17078,journals/tog/HasanPB06,"Direct-to-indirect transfer for cinematic relighting.",2006
17079,journals/tog/LefebvreH05,"Parallel controllable texture synthesis.",2005
17080,journals/tog/SongFC12,"Recursive interlocking puzzles.",2012
17081,journals/tog/PattanaikM95,"Adjoint Equations and Random Walks for Illumination Computation.",1995
17082,journals/tog/ReshetovSH05,"Multi-level ray tracing algorithm.",2005
17083,journals/tog/DiLorenzoZS08,"Laughing out loud: control for modeling anatomically inspired laughter using audio.",2008
17084,journals/tog/LipmanCRL07,"Volume and shape preservation via moving frame manipulation.",2007
17085,journals/tog/WachtelPCBSCGDO14,"Fast tile-based adaptive sampling with user-specified Fourier spectra.",2014
17086,journals/tog/PirkNHBD14,"Windy trees: computing stress response for developmental tree models.",2014
17087,journals/tog/XuYXJ12,"Structure extraction from texture via relative total variation.",2012
17088,journals/tog/LiWC12,"SURE-based optimization for adaptive sampling and reconstruction.",2012
17089,journals/tog/Field85,"Incremental Linear Interpolation.",1985
17090,journals/tog/WooS85,"A Linear Time Algorithm for Triangulating a Point-Visible Polygon.",1985
17091,journals/tog/YangNSSLH09,"Amortized supersampling.",2009
17092,journals/tog/Erleben07,"Velocity-based shock propagation for multibody dynamics animation.",2007
17093,journals/tog/LaineAKL11,"Clipless dual-space bounds for faster stochastic rasterization.",2011
17094,journals/tog/ShresthaHHW16,"Computational imaging with multi-camera time-of-flight systems.",2016
17095,journals/tog/Hobby91,"Numerically Stable Implicitization of Cubic Curves.",1991
17096,journals/tog/MitraGP07,"Symmetrization.",2007
17097,journals/tog/MaimoneGK17,"Holographic near-eye displays for virtual and augmented reality.",2017
17098,journals/tog/SchneiderT16,"Example-Based Sketch Segmentation and Labeling Using CRFs.",2016
17099,journals/tog/BaerentzenAS14,"Interactive shape modeling using a skeleton-mesh co-representation.",2014
17100,journals/tog/MontanariPB17,"Improving the GJK Algorithm for Faster and More Reliable Distance Queries Between Convex Objects.",2017
17101,journals/tog/Popovic16,"Artist-directed dynamics for 2D animation.",2016
17102,journals/tog/WangPL06,"Fitting B-spline curves to point clouds by curvature-based squared distance minimization.",2006
17103,journals/tog/StokesFB92,"Precision Requirements for Digital Color Reproduction.",1992
17104,journals/tog/WanatM14,"Simulating and compensating changes in appearance between day and night vision.",2014
17105,journals/tog/Mackinlay86,"Automating the Design of Graphical Presentations of Relational Information.",1986
17106,journals/tog/BronsteinBGO11,"Shape google: Geometric words and expressions for invariant shape retrieval.",2011
17107,journals/tog/VaillantBGCRWGP13,"Implicit skinning: real-time skin deformation with contact modeling.",2013
17108,journals/tog/AkeleyWGB04,"A stereo display prototype with multiple focal distances.",2004
17109,journals/tog/Peters01,"Smooth patching of refined triangulations.",2001
17110,journals/tog/dEonI11,"A quantized-diffusion model for rendering translucent materials.",2011
17111,journals/tog/MaimoneWHLRF13,"Focus 3D: Compressive accommodation display.",2013
17112,journals/tog/IizukaS017,"Globally and locally consistent image completion.",2017
17113,journals/tog/TemplinDRMS12,"Highlight microdisparity for improved gloss depiction.",2012
17114,journals/tog/GribelBA11,"High-quality spatio-temporal rendering using semi-analytical visibility.",2011
17115,journals/tog/MajumderS05,"Perceptual photometric seamlessness in projection-based tiled displays.",2005
17116,journals/tog/BargteilWHT07,"A finite element method for animating large viscoplastic flow.",2007
17117,journals/tog/KhungurnM17,"Azimuthal Scattering from Elliptical Hair Fibers.",2017
17118,journals/tog/WangP09,"Real-time hand-tracking with a color glove.",2009
17119,journals/tog/BaiAAR12,"Selectively de-animating video.",2012
17120,journals/tog/GoesMMD14,"Weighted Triangulations for Geometry Processing.",2014
17121,journals/tog/SuedaKP08,"Musculotendon simulation for hand animation.",2008
17122,journals/tog/OTooleHXHHK14,"Temporal frequency probing for 5D transient analysis of global light transport.",2014
17123,journals/tog/SunXDLXWTG12,"Diffusion curve textures for resolution independent texture mapping.",2012
17124,journals/tog/Mitra14,"Estimating image depth using shape collections.",2014
17125,journals/tog/BarbicJ05,"Real-Time subspace integration for St. Venant-Kirchhoff deformable models.",2005
17126,journals/tog/CampbellK14,"Learning a manifold of fonts.",2014
17127,journals/tog/ChuHMCWL10,"Camouflage images.",2010
17128,journals/tog/XuUCM0T14,"Sensitivity-optimized rigging for example-based real-time clothing synthesis.",2014
17129,journals/tog/FaroukiNO89,"Automatic parsing of degenerate quadric-surface intersections.",1989
17130,journals/tog/ChernKPSW16,"Schrödinger's smoke.",2016
17131,journals/tog/SeetzenHSWWTGV04,"High dynamic range display systems.",2004
17132,journals/tog/Ben-ArtziERD08,"A precomputed polynomial representation for interactive BRDF editing with global illumination.",2008
17133,journals/tog/GrundhoferB08,"VirtualStudio2Go: digital video composition for real environments.",2008
17134,journals/tog/ChengZLVSCMT14,"ImageSpirit: Verbal Guided Image Parsing.",2014
17135,journals/tog/KircherG08,"Free-form motion processing.",2008
17136,journals/tog/LefebvreH06a,"Perfect spatial hashing.",2006
17137,journals/tog/LiSA05,"Compressing and companding high dynamic range images with subband architectures.",2005
17138,journals/tog/KrishnanF09,"Dark flash photography.",2009
17139,journals/tog/ParkH08,"Data-driven modeling of skin and muscle deformation.",2008
17140,journals/tog/ChenWC11,"Nonlinear revision control for images.",2011
17141,journals/tog/KraevoySG03,"Matchmaker: constructing constrained texture maps.",2003
17142,journals/tog/Grinspun14c,"Multimaterial mesh-based surface tracking.",2014
17143,journals/tog/Sanchez-Reyes97,"The Symmetric Analogue of the Polynomial Power Basis.",1997
17144,journals/tog/HerschC04,"Band moiré images.",2004
17145,journals/tog/TocciKTS11,"A versatile HDR video production system.",2011
17146,journals/tog/Zhao16,"Fitting procedural yarn models for realistic cloth rendering.",2016
17147,journals/tog/Pellacini05,"User-configurable automatic shader simplification.",2005
17148,journals/tog/JohnsonLBM05,"The irregular Z-buffer: Hardware acceleration for irregular data structures.",2005
17149,journals/tog/BermanoBGIBG13,"Augmenting physical avatars using projector-based illumination.",2013
17150,journals/tog/StomakhinSCTS13,"A material point method for snow simulation.",2013
17151,journals/tog/AlregibAR05,"Error-resilient transmission of 3D models.",2005
17152,journals/tog/AntaniCSM12,"Interactive sound propagation using compact acoustic transfer operators.",2012
17153,journals/tog/TsoliMB14,"Breathing life into shape: capturing, modeling and animating 3D human breathing.",2014
17154,journals/tog/Averbuch-ElorC15,"RingIt: Ring-Ordering Casual Photos of a Temporal Event.",2015
17155,journals/tog/VergneBFG12,"Surface flows for image-based shading design.",2012
17156,journals/tog/DurandHSCS05,"A frequency analysis of light transport.",2005
17157,journals/tog/IwasakiDN12,"Interactive bi-scale editing of highly glossy materials.",2012
17158,journals/tog/RubinsteinSA08,"Improved seam carving for video retargeting.",2008
17159,journals/tog/ThiesZNVST15,"Real-time expression transfer for facial reenactment.",2015
17160,journals/tog/BarnumNK10,"A multi-layered display with water drops.",2010
17161,journals/tog/MitraCLWYC09,"Emerging images.",2009
17162,journals/tog/ScherLVGD13,"3D+2DTV: 3D displays with no ghosting for viewers without glasses.",2013
17163,journals/tog/LiuLH04,"Near-regular texture analysis and manipulation.",2004
17164,journals/tog/AnnenDMBSK08,"Real-time, all-frequency shadows in dynamic scenes.",2008
17165,journals/tog/LiRACS07,"Interactive cutaway illustrations of complex 3D models.",2007
17166,journals/tog/LadickyJSPG15,"Data-driven fluid simulations using regression forests.",2015
17167,journals/tog/SunRNN05,"A practical analytic single scattering model for real time rendering.",2005
17168,journals/tog/NarasimhanGDRNJ06,"Acquiring scattering properties of participating media by dilution.",2006
17169,journals/tog/FrederickxD17,"A forward scattering dipole model from a functional integral approximation.",2017
17170,journals/tog/LokNWB03,"Incorporating dynamic real objects into immersive virtual environments.",2003
17171,journals/tog/Sorkine-Hornung14a,"Frame fields: anisotropic and non-orthogonal cross fields.",2014
17172,journals/tog/SawhneyC18,"Boundary First Flattening.",2018
17173,journals/tog/MolinoBF04,"A virtual node algorithm for changing mesh topology during simulation.",2004
17174,journals/tog/LiLVPPPR12,"Temporally coherent completion of dynamic shapes.",2012
17175,journals/tog/KonradDMW17,"SpinVR: towards live-streaming 3D virtual reality video.",2017
17176,journals/tog/OwadaNOI04,"Volumetric illustration: designing 3D models with internal textures.",2004
17177,journals/tog/KallweitMMGN17,"Deep scattering: rendering atmospheric clouds with radiance-predicting neural networks.",2017
17178,journals/tog/WangSJP17,"Bounce maps: an improved restitution model for real-time rigid-body impact.",2017
17179,journals/tog/BerardBNBG14,"High-quality capture of eyes.",2014
17180,journals/tog/DebevecWTGWH02,"A lighting reproduction approach to live-action compositing.",2002
17181,journals/tog/ZhangZIGLYE17,"Real-time user-guided image colorization with learned deep priors.",2017
17182,journals/tog/ZhuIHAUIN11,"Sketch-based Dynamic Illustration of Fluid Systems.",2011
17183,journals/tog/GainB08,"A survey of spatial deformation from a user-centered perspective.",2008
17184,journals/tog/ToisoulG17a,"Practical Acquisition and Rendering of Diffraction Effects in Surface Reflectance.",2017
17185,journals/tog/BittnerMWHW09,"Adaptive global visibility sampling.",2009
17186,journals/tog/NehabH08,"Random-access rendering of general vector graphics.",2008
17187,journals/tog/HedmanRDB16,"Scalable inside-out image-based rendering.",2016
17188,journals/tog/ShilaneF07,"Distinctive regions of 3D surfaces.",2007
17189,journals/tog/BickelKSTBBJMMG12,"Physical face cloning.",2012
17190,journals/tog/ArikanFO05,"Fast and detailed approximate global illumination by irradiance decomposition.",2005
17191,journals/tog/ChenZLHLHBCC15,"Dapper: decompose-and-pack for 3D printing.",2015
17192,journals/tog/AnguelovSKTRD05,"SCAPE: shape completion and animation of people.",2005
17193,journals/tog/MelziORCC18,"Discrete Time Evolution Process Descriptor for Shape Analysis and Matching.",2018
17194,journals/tog/LiZKW10,"Editing operations for irregular vertices in triangle meshes.",2010
17195,journals/tog/DanaGNK99,"Reflectance and Texture of Real-World Surfaces.",1999
17196,journals/tog/AigermanPL14,"Lifted bijections for low distortion surface mappings.",2014
17197,journals/tog/LeeLKJOPL15,"Push-recovery stability of biped locomotion.",2015
17198,journals/tog/LosassoH04,"Geometry clipmaps: terrain rendering using nested regular grids.",2004
17199,journals/tog/ChenW15,"Bounded distortion harmonic mappings in the plane.",2015
17200,journals/tog/LiWL17,"City-scale traffic animation using statistical learning and metamodel-based optimization.",2017
17201,journals/tog/PellaciniVLMLW05,"Lpics: a hybrid hardware-accelerated relighting engine for computer cinematography.",2005
17202,journals/tog/SokolovRUL16,"Hexahedral-Dominant Meshing.",2016
17203,journals/tog/VangorpMGM15,"A model of local adaptation.",2015
17204,journals/tog/Matusik15a,"Fab forms: customizable objects for fabrication with validity and geometry caching.",2015
17205,journals/tog/AzencotOCB15,"Discrete Derivatives of Vector Fields on Surfaces - An Operator Approach.",2015
17206,journals/tog/GutierrezM16,"An intuitive control space for material appearance.",2016
17207,journals/tog/WangY16,"Descent methods for elastic body simulation on the GPU.",2016
17208,journals/tog/SungSKCG17,"Complementme: weakly-supervised component suggestions for 3D modeling.",2017
17209,journals/tog/BoechatDKSSS16,"Representing and scheduling procedural generation using operator graphs.",2016
17210,journals/tog/GastalO12,"Adaptive manifolds for real-time high-dimensional filtering.",2012
17211,journals/tog/PfaffTSG09,"Synthetic turbulence using artificial boundary layers.",2009
17212,journals/tog/NiizekiY94,"Projectively invariant intersection detections for solid modeling.",1994
17213,journals/tog/KimTT13,"Closest point turbulence for liquid surfaces.",2013
17214,journals/tog/RohmerPCHS10,"Animation wrinkling: augmenting coarse cloth simulations with realistic-looking wrinkles.",2010
17215,journals/tog/ChienLW16,"Bounded distortion parametrization in the space of metrics.",2016
17216,journals/tog/LeeWBPP10,"Motion fields for interactive character locomotion.",2010
17217,journals/tog/Garcia-DoradoAB17a,"Fast weather simulation for inverse procedural design of 3D urban models.",2017
17218,journals/tog/ChaurasiaDSD13,"Depth synthesis and local warps for plausible image-based navigation.",2013
17219,journals/tog/ShaoLZXGM13,"Interpreting concept sketches.",2013
17220,journals/tog/Hill86,"Supporting Concurrency, Communication, and Synchronization in Human-Computer Interaction - The Sassafras UIMS.",1986
17221,journals/tog/PaulyMWPG08,"Discovering structural regularity in 3D geometry.",2008
17222,journals/tog/Lopez-MorenoPBAD13,"Depicting stylized materials with vector shade trees.",2013
17223,journals/tog/Grinspun16a,"Crumpling sound synthesis.",2016
17224,journals/tog/FengYK10,"A deformation transformer for real-time cloth animation.",2010
17225,journals/tog/BoschLRDD11,"Image-guided weathering: A new approach applied to flow phenomena.",2011
17226,journals/tog/ZhouWTDGS05,"TextureMontage.",2005
17227,journals/tog/JakobHYLRM14,"Discrete stochastic microfacet models.",2014
17228,journals/tog/JuddDA07,"Apparent ridges for line drawing.",2007
17229,journals/tog/WelshAM02,"Transferring color to greyscale images.",2002
17230,journals/tog/Herholz0A17,"Localized solutions of sparse linear systems for geometry processing.",2017
17231,journals/tog/ChenTW09,"Noise brush: interactive high quality image-noise separation.",2009
17232,journals/tog/LangHWPSG10,"Nonlinear disparity mapping for stereoscopic 3D.",2010
17233,journals/tog/MansonS13,"Cardinality-constrained texture filtering.",2013
17234,journals/tog/SintornOA11,"An efficient alias-free shadow algorithm for opaque and transparent objects using per-triangle shadow volumes.",2011
17235,journals/tog/WamplerAHLP10,"Character animation in two-player adversarial games.",2010
17236,journals/tog/BrightCW17,"Harmonic global parametrization with rational holonomy.",2017
17237,journals/tog/JiangGT17,"Anisotropic elastoplasticity for cloth, knit and hair frictional contact.",2017
17238,journals/tog/VanraesB06,"A tangent subdivision scheme.",2006
17239,journals/tog/HartFK94,"Visualizing quaternion rotation.",1994
17240,journals/tog/TongWLGS05,"Modeling and rendering of quasi-homogeneous materials.",2005
17241,journals/tog/ClarbergM14,"Deep shading buffers on commodity GPUs.",2014
17242,journals/tog/TsaiS06,"All-frequency precomputed radiance transfer using spherical radial basis functions and clustered tensor approximation.",2006
17243,journals/tog/CooperHP07,"Active learning for real-time motion controllers.",2007
17244,journals/tog/HuangWG14,"Functional map networks for analyzing and exploring large shape collections.",2014
17245,journals/tog/SulejmanpasicP05,"Adaptation of performed ballistic motion.",2005
17246,journals/tog/TamMRL14,"Diffusion pruning for rapidly and robustly selecting global correspondences using local isometry.",2014
17247,journals/tog/RabinovichPPS17,"Scalable Locally Injective Mappings.",2017
17248,journals/tog/BouazizWP13,"Online modeling for realtime facial animation.",2013
17249,journals/tog/BerthouzozF12,"Resolution enhancement by vibrating displays.",2012
17250,journals/tog/PellaciniL07,"AppWand: editing measured materials using appearance-driven optimization.",2007
17251,journals/tog/WuFYJT10,"Modeling and rendering of impossible figures.",2010
17252,journals/tog/JeschkeW15,"Water Wave Animation via Wavefront Parameter Interpolation.",2015
17253,journals/tog/Rushmeier16a,"Multi-scale label-map extraction for texture synthesis.",2016
17254,journals/tog/CallenbergHWH17,"Snapshot difference imaging using correlation time-of-flight sensors.",2017
17255,journals/tog/HasselgrenA07,"PCU: the programmable culling unit.",2007
17256,journals/tog/RitschelOTS09,"Interactive reflection editing.",2009
17257,journals/tog/WonkaWSR03,"Instant architecture.",2003
17258,journals/tog/WangWTLHGS03,"View-dependent displacement mapping.",2003
17259,journals/tog/BousseauODRA13,"Gloss perception in painterly and cartoon rendering.",2013
17260,journals/tog/HachisukaKD14,"Multiplexed metropolis light transport.",2014
17261,journals/tog/PanozzoLPZ12,"Fields on symmetric surfaces.",2012
17262,journals/tog/WeiHZBGS08,"Inverse texture synthesis.",2008
17263,journals/tog/PapasHNGJ12,"The magic lens: refractive steganography.",2012
17264,journals/tog/SokolovRUL17,"Hexahedral-dominant meshing.",2017
17265,journals/tog/Coros16,"Designing structurally-sound ornamental curve networks.",2016
17266,journals/tog/BirklbauerSB16,"Nonuniform Spatial Deformation of Light Fields by Locally Linear Transformations.",2016
17267,journals/tog/0004YGLCAC13,"'Mind the gap': tele-registration for structure-driven image completion.",2013
17268,journals/tog/MitraYYLA10,"Illustrating how mechanical assemblies work.",2010
17269,journals/tog/DeRose88,"Composing Bézier simplexes.",1988
17270,journals/tog/PennerZ17,"Soft 3D reconstruction for view synthesis.",2017
17271,journals/tog/ShanLJT08,"Fast image/video upsampling.",2008
17272,journals/tog/NielsenO13,"A two-continua approach to Eulerian simulation of water spray.",2013
17273,journals/tog/JakobM12,"Manifold exploration: a Markov Chain Monte Carlo technique for rendering scenes with difficult specular transport.",2012
17274,journals/tog/IjiriOOI05,"Floral diagrams and inflorescences: interactive flower modeling using botanical structural constraints.",2005
17275,journals/tog/LevoyNAFH06,"Light field microscopy.",2006
17276,journals/tog/LeeMLH07,"Line drawings via abstracted shading.",2007
17277,journals/tog/Li15a,"Lillicon: using transient widgets to create scale variations of icons.",2015
17278,journals/tog/VolevichMKK00,"Using the visual differences predictor to improve performance of progressive global illumination computation.",2000
17279,journals/tog/GhoshM84,"The Bush-Trajectory Approach to Figure Specification: Some Algebraic Solutions.",1984
17280,journals/tog/Wijk09,"Symmetric tiling of closed surfaces: visualization of regular maps.",2009
17281,journals/tog/RenzoCP14,"AppIm: linear spaces for image-based appearance editing.",2014
17282,journals/tog/ArikanF02,"Interactive motion generation from examples.",2002
17283,journals/tog/PeersBMRLRD06,"A compact factored representation of heterogeneous subsurface scattering.",2006
17284,journals/tog/ChenW17,"GPU-accelerated locally injective shape deformation.",2017
17285,journals/tog/Foley86b,"Guest Editor's Introduction: Special Issue on User Interface Software.",1986
17286,journals/tog/AguiarSTAST08,"Performance capture from sparse multi-view video.",2008
17287,journals/tog/0004HSLLCSC15,"Autoscanning for coupled scene reconstruction and proactive object analysis.",2015
17288,journals/tog/XiaDPT16,"Recovering shape and spatially-varying surface reflectance under unknown illumination.",2016
17289,journals/tog/BratkovaST09,"Artistic rendering of mountainous terrain.",2009
17290,journals/tog/LeH16,"Real-time skeletal skinning with optimized centers of rotation.",2016
17291,journals/tog/Szeliski06,"Locally adapted hierarchical basis preconditioning.",2006
17292,journals/tog/DidykREMS11,"A perceptual model for disparity.",2011
17293,journals/tog/HaYL12,"Falling and landing motion control for character animation.",2012
17294,journals/tog/GarlandZ05,"Quadric-based simplification in any dimension.",2005
17295,journals/tog/MarschnerWAM05,"Measuring and modeling the appearance of finished wood.",2005
17296,journals/tog/HuntJ11,"The area perspective transform: A homogeneous transform for efficient in-volume queries.",2011
17297,journals/tog/Wyman05,"An approximate image-space approach for interactive refraction.",2005
17298,journals/tog/MitraGP06,"Partial and approximate symmetry detection for 3D geometry.",2006
17299,journals/tog/LehtinenZTKDSA08,"A meshless hierarchical representation for light transport.",2008
17300,journals/tog/GharbiSCRPD15,"Transform recipes for efficient cloud photo enhancement.",2015
17301,journals/tog/PataneSF09,"Topology- and error-driven extension of scalar functions from surfaces to volumes.",2009
17302,journals/tog/ArabadzhiyskaTM17,"Saccade landing position prediction for gaze-contingent rendering.",2017
17303,journals/tog/ClineTE05,"Energy redistribution path tracing.",2005
17304,journals/tog/ItoTMSV14,"Compressive epsilon photography for post-capture control in digital imaging.",2014
17305,journals/tog/ChenTWLGS04,"Shell texture functions.",2004
17306,journals/tog/EilertsenMU15,"Real-time noise-aware tone mapping.",2015
17307,journals/tog/RaskarAWV08,"Glare aware photography: 4D ray sampling for reducing glare effects of camera lenses.",2008
17308,journals/tog/KholgadeSES14,"3D object manipulation in a single photograph using stock 3D models.",2014
17309,journals/tog/ZhouHWG08,"Real-time KD-tree construction on graphics hardware.",2008
17310,journals/tog/Pantaleoni17,"Charted metropolis light transport.",2017
17311,journals/tog/MunkbergCHA06,"High dynamic range texture compression for graphics hardware.",2006
17312,journals/tog/Wu0GZC15,"Deep points consolidation.",2015
17313,journals/tog/GotsmanGS03,"Fundamentals of spherical parameterization for 3D meshes.",2003
17314,journals/tog/LeeT08,"Spline joints for multibody dynamics.",2008
17315,journals/tog/ParkCSS06,"Video-guided motion synthesis using example motions.",2006
17316,journals/tog/HendersonC86,"Rooms: The Use of Multiple Virtual Workspaces to Reduce Space Contention in a Window-Based Graphical User Interface.",1986
17317,journals/tog/ChenLDSM13,"Spec2Fab: a reducer-tuner model for translating specifications to 3D prints.",2013
17318,journals/tog/YangCRLZH15,"Fast multiple-fluid simulation using Helmholtz free energy.",2015
17319,journals/tog/MacchiettoZS09,"Momentum control for balance.",2009
17320,journals/tog/RemillardK13,"Embedded thin shells for wrinkle simulation.",2013
17321,journals/tog/TakezawaISM16,"Fabrication of freeform objects by principal strips.",2016
17322,journals/tog/FattalL04,"Target-driven smoke animation.",2004
17323,journals/tog/ChadwickAJ09,"Harmonic shells: a practical nonlinear sound model for near-rigid thin shells.",2009
17324,journals/tog/LipmanCLT07,"Parameterization-free projection for geometry reconstruction.",2007
17325,journals/tog/PeersTMD07,"Post-production facial performance relighting using reflectance transfer.",2007
17326,journals/tog/PatneyTSO15,"Piko: a framework for authoring programmable graphics pipelines.",2015
17327,journals/tog/OTooleANK15,"Homogeneous codes for energy-efficient illumination and imaging.",2015
17328,journals/tog/GuoXYLDL17a,"Real-time geometry, albedo and motion reconstruction using a single RGBD camera.",2017
17329,journals/tog/ZhuXSLWG12,"Motion-guided mechanical toy modeling.",2012
17330,journals/tog/KwatraSETB03,"Graphcut textures: image and video synthesis using graph cuts.",2003
17331,journals/tog/CarrollRA11,"Illumination decomposition for material recoloring with consistent interreflections.",2011
17332,journals/tog/Klassen94,"Exact integer hybrid subdivision and forward differencing of cubics.",1994
17333,journals/tog/XuCJLZZX09,"Feature-aligned shape texturing.",2009
17334,journals/tog/ShaoBSS12,"CrossShade: shading concept sketches using cross-section curves.",2012
17335,journals/tog/RoimelaAI06,"High dynamic range texture compression.",2006
17336,journals/tog/Wampler16,"Fast and reliable example-based mesh IK for stylized deformations.",2016
17337,journals/tog/ShrivastavaMGE11,"Data-driven visual similarity for cross-domain image matching.",2011
17338,journals/tog/YumerK14,"Co-constrained handles for deformation in shape collections.",2014
17339,journals/tog/ODonovanAH11,"Color compatibility from large datasets.",2011
17340,journals/tog/SpringbornSP08,"Conformal equivalence of triangle meshes.",2008
17341,journals/tog/BergouAVWG10,"Discrete viscous threads.",2010
17342,journals/tog/FangH04,"Textureshop: texture synthesis as a photograph editing tool.",2004
17343,journals/tog/Deng14,"Robust and accurate skeletal rigging from mesh sequences.",2014
17344,journals/tog/TalvalaAHL07,"Veiling glare in high dynamic range imaging.",2007
17345,journals/tog/BrainerdFKMN16,"Efficient GPU rendering of subdivision surfaces using adaptive quadtrees.",2016
17346,journals/tog/IchimBP15,"Dynamic 3D avatar creation from hand-held video input.",2015
17347,journals/tog/JoshiKTUC15,"Real-time hyperlapse creation via optimal frame selection.",2015
17348,journals/tog/WamplerP09,"Optimal gait and form for animal locomotion.",2009
17349,journals/tog/CarlbomM83,"Quantitative Analysis of Vector Graphics System Performance.",1983
17350,journals/tog/ChentanezARCHGSO09,"Interactive simulation of surgical needle insertion and steering.",2009
17351,journals/tog/Hanrahan14,"SceneGrok: inferring action maps in 3D environments.",2014
17352,journals/tog/LoiHVT17a,"Programmable 2D arrangements for element texture design.",2017
17353,journals/tog/DenningTP15,"3DFlow: continuous summarization of mesh editing workflows.",2015
17354,journals/tog/DonnerWdRR08,"A layered, heterogeneous reflectance model for acquiring and rendering human skin.",2008
17355,journals/tog/AgarwalRBJ03,"Structured importance sampling of environment maps.",2003
17356,journals/tog/TolePWG02,"Interactive global illumination in dynamic scenes.",2002
17357,journals/tog/RamamoorthiMB07,"A first-order analysis of lighting, shading, and shadows.",2007
17358,journals/tog/BartelsBBBJ93,"Experimental Comparison of Splines Using the Shape-Matching Paradigm.",1993
17359,journals/tog/TycowiczSSH13,"An efficient construction of reduced deformable objects.",2013
17360,journals/tog/SheneJ94,"On the lower degree intersections of two natural quadrics.",1994
17361,journals/tog/SurazhskySKGH05,"Fast exact and approximate geodesics on meshes.",2005
17362,journals/tog/DansereauPW15,"Linear Volumetric Focus for Light Field Cameras.",2015
17363,journals/tog/ZinkeYWK08,"Dual scattering approximation for fast multiple scattering in hair.",2008
17364,journals/tog/SenD12,"On filtering the noise from the random parameters in Monte Carlo rendering.",2012
17365,journals/tog/AmentaK04,"Defining point-set surfaces.",2004
17366,journals/tog/PapasRJBJMMG13,"Fabricating translucent materials using continuous pigment mixtures.",2013
17367,journals/tog/SchulzTSH14,"Animating deformable objects using sparse spacetime constraints.",2014
17368,journals/tog/HilleslandMG03,"Nonlinear optimization framework for image-based modeling on programmable graphics hardware.",2003
17369,journals/tog/KampeSA13,"High resolution sparse voxel DAGs.",2013
17370,journals/tog/BronsvoortK85,"Ray Tracing Generalized Cylinders.",1985
17371,journals/tog/KimSK10,"A practical simulation of dispersed bubble flow.",2010
17372,journals/tog/Nasri87,"Polyhedral Subdivision Methods for Free-Form Surfaces.",1987
17373,journals/tog/MoonBKCKBNY10,"Cache-oblivious ray reordering.",2010
17374,journals/tog/AlhashimXZCSZ15,"Deformation-driven topology-varying 3D shape correspondence.",2015
17375,journals/tog/MantiukDK08,"Display adaptive tone mapping.",2008
17376,journals/tog/SchmidtGW06,"Interactive decal compositing with discrete exponential maps.",2006
17377,journals/tog/NahKKJPHMP14,"RayCore: A Ray-Tracing Hardware Architecture for Mobile Devices.",2014
17378,journals/tog/HerschCE03,"Reproducing color images with embedded metallic patterns.",2003
17379,journals/tog/AlliezCYD05,"Variational tetrahedral meshing.",2005
17380,journals/tog/LanmanRAT08,"Shield fields: modeling and capturing 3D occluders.",2008
17381,journals/tog/SeolLSCAN12,"Spacetime expression cloning for blendshapes.",2012
17382,journals/tog/Matusik16b,"Acoustic voxels: computational optimization of modular acoustic filters.",2016
17383,journals/tog/RenLYLBH14,"Multiple-Fluid SPH Simulation Using a Mixture Model.",2014
17384,journals/tog/MerrellSLAK11,"Interactive furniture layout using interior design guidelines.",2011
17385,journals/tog/LeeES10,"Real-time lens blur effects and focus control.",2010
17386,journals/tog/JamesP04,"BD-tree: output-sensitive collision detection for reduced deformable models.",2004
17387,journals/tog/SoderstromKM10,"A PML-based nonreflective boundary for free surface fluid animation.",2010
17388,journals/tog/Fattal14,"Dehazing Using Color-Lines.",2014
17389,journals/tog/SandinMGGPD05,"The VarrierTM autostereoscopic virtual reality display.",2005
17390,journals/tog/WillsAKB09,"Toward a perceptual space for gloss.",2009
17391,journals/tog/PjanicH15,"Color imaging and pattern hiding on a metallic substrate.",2015
17392,journals/tog/IzadiF14,"Real-time non-rigid reconstruction using an RGB-D camera.",2014
